Naive,32,0.029210,0.028969,0.029416
Naive,64,0.030432,0.030233,0.030894
Naive,128,0.030547,0.029948,0.035010
Naive,256,0.030189,0.030010,0.030409
Naive,512,0.030785,0.030591,0.031481
Naive,1024,0.031474,0.031188,0.031774
Transpose,32,0.034178,0.033586,0.035527
Transpose,64,0.034147,0.033742,0.035715
Transpose,128,0.034280,0.033863,0.035731
Transpose,256,0.033883,0.033567,0.035266
Transpose,512,0.034186,0.033657,0.035955
Transpose,1024,0.034384,0.033930,0.035796
Shmem,32,0.033778,0.033263,0.035293
Shmem,64,0.033746,0.033463,0.035786
Shmem,128,0.034260,0.033993,0.035685
Shmem,256,0.033727,0.033477,0.035166
Shmem,512,0.033574,0.033333,0.035127
Shmem,1024,0.034236,0.033961,0.035701
