Naive,32,0.092530,0.092070,0.093966
Naive,64,0.110512,0.109909,0.114357
Naive,128,0.113658,0.108250,0.118395
Naive,256,0.119326,0.108910,0.200067
Naive,512,0.118540,0.108470,0.197926
Naive,1024,0.138713,0.129201,0.218408
Transpose,32,0.052320,0.051668,0.052758
Transpose,64,0.055704,0.055197,0.056271
Transpose,128,0.055868,0.055508,0.056908
Transpose,256,0.055152,0.054802,0.055789
Transpose,512,0.056121,0.055781,0.056582
Transpose,1024,0.055337,0.055013,0.055594
Shmem,32,0.047236,0.047022,0.047970
Shmem,64,0.054722,0.054342,0.055262
Shmem,128,0.056232,0.055467,0.056944
Shmem,256,0.057310,0.056752,0.058125
Shmem,512,0.056282,0.055878,0.057161
Shmem,1024,0.057057,0.056861,0.057670
